kimi version 0.39.1
• Let me do the startup recovery reads.

• 我先做启动恢复，读取三份必读文件。

• The last 20 lines read. The startup reminder says to read .kdo/CAPSULE_STARTUP.md, but the task says "启动恢复（必做）" with the three files. I did the three. Per startup, also should check cron doorbell. But priority: claim #613.

  Task: 领取施工 #613（#586 批 reviewed_by=pending 元数据残留排查补齐）. yaml.safe_load parsing, no regex (E017).

  First find the task file. Let me look for task_...613... in 70_product/tasks/. Also read the queue. Let me proceed.

• 启动恢复已完成。现在查找 #613 任务单并确认队列状态。队列总任务数: 196
queued: 2
claimed: 0
pending_review: 0


• Now claim #613. First check queue status - it shows 2 queued. Queue discipline: cannot claim if there's pending_review ahead. status shows pending_review: 0, claimed: 0, so fine. Claim #613.

• 任务单规格清楚。先领取 #613。任务 613 不在生产队列中


✅ task_20260902_laowantong-586batch-reviewedby-residue-fix 已领取为 claimed-laowantong-kimi

✅ dashboard.html 已生成 (196 个任务)
   待领取: 0  |  审查中: 0  |  进行中: 2  |  已完成: 194
• Claimed. Now the task:

  1. Scan 30_wiki for cards with `status: reviewed` and `reviewed_by: pending` (or missing reviewed_by/review_date), using yaml.safe_load (no regex for frontmatter parsing).
  2. For cards with evidence of real review (#586 batch or others with commit/task evidence), fix reviewed_by: 欧阳锋 + review_date (from git log). For cards without evidence, don't change, list separately.
  3. Only touch frontmatter three fields.

  Write a Python script that:
  - Walks 30_wiki/**/*.md
  - Extracts frontmatter via yaml.safe_load (split on --- delimiters is fine, but parsing must be yaml, not regex extracting values)
  - Collects cards where status==reviewed and (reviewed_by missing or =='pending' or review_date missing)

  Then for each, find evidence: git log of the file for review commits? The #586 batch — task_20260901_laowantong-candy-collection-batch. #586 PASS per todos. Actually review evidence: the queue / task file review records. Let me first write and run the scan.

  Note mixed CRLF files. Frontmatter parsing: read file, check startswith '---', find next '---' line, yaml.safe_load the block.

  Let me write the scan script in _tmp.

• 领取成功。现在写排查脚本（yaml.safe_load 解析，禁正则扫 frontmatter）。

扫描文件数: 2949
YAML/读取错误数: 2
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\dark-knowledges\dk-digest-registration-gap.md: yaml: while parsing a block mapping
  in "<unicode string>", line 33, column 3:
    - signal: 卡文件存在（ls 能看见）但 grep 不到任何 ... 
      ^
expected <block end>, but found '<scalar>'
  in "<unicode string>", line 35, column 20:
      implication: "存在"不等于"注册"——2026-08-23 周检实测 12 张核心卡 ... 
                       ^
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\_archive\plan_20260531_data-curator-v1.1.md: yaml: while parsing a block mapping
  in "<unicode string>", line 2, column 1:
    id: plan_20260531_data-curator-v1.1
    ^
expected <block end>, but found '-'
  in "<unicode string>", line 14, column 1:
    - src_20260531_ai-data-understanding
    ^
命中卡数: 530
- 30_wiki\agent-specs\agent-spec-fengqingyang-observer.md | id=agent-spec-fengqingyang-observer | type=agent-spec | author=laowantong | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-23
- 30_wiki\tools\tool-ban-fei-mao-she-ji-skill-de-ping-fen-gui-ze-yu-feng-xian-bian-jie.md | id=tool-ban-fei-mao-she-ji-skill-de-ping-fen-gui-ze-yu-feng-xian-bian-jie | type=tool | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-ban-fei-mao-yong-ai-zuo-jie-gou-hua-yong-hu-diao-yan.md | id=tool-ban-fei-mao-yong-ai-zuo-jie-gou-hua-yong-hu-diao-yan | type=tool | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-ban-fei-mao-yong-skill-zuo-dui-bi-ce-shi-yan-zheng-xiao-guo.md | id=tool-ban-fei-mao-yong-skill-zuo-dui-bi-ce-shi-yan-zheng-xiao-guo | type=tool | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-ban-fei-mao-yong-yaml-ge-shi-zuo-zhi-shi-ku-yuan-zi-hua-biao-qian.md | id=tool-ban-fei-mao-yong-yaml-ge-shi-zuo-zhi-shi-ku-yuan-zi-hua-biao-qian | type=tool | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\tools\tool-ban-fei-mao-you-xian-shi-yong-guan-fang-quan-wei-xin-yuan-zuo-zheng-ju.md | id=tool-ban-fei-mao-you-xian-shi-yong-guan-fang-quan-wei-xin-yuan-zuo-zheng-ju | type=tool | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-ban-fei-mao-zhui-wen-ai-zheng-ju-bing-biao-zhu-xin-yuan.md | id=tool-ban-fei-mao-zhui-wen-ai-zheng-ju-bing-biao-zhu-xin-yuan | type=tool | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-candy-sales-recruiting.md | id=tool-candy-sales-recruiting | type=tool | author=老顽童 | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-15
- 30_wiki\tools\tool-demand-agent-l4-case-match.md | id=tool-demand-agent-l4-case-match | type=tool | author=黄药师 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-kdo-wechat-serendipity-collect.md | id=tool-kdo-wechat-serendipity-collect | type=tool | author=黄药师 | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-19
- 30_wiki\tools\tool-mece体系框架法.md | id=tool-mece体系框架法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-meeting-basic-principles.md | id=tool-meeting-basic-principles | type=tool | author=laowantong | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-09
- 30_wiki\tools\tool-meeting-execution-principles.md | id=tool-meeting-execution-principles | type=tool | author=laowantong | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-09
- 30_wiki\tools\tool-meeting-result-principles.md | id=tool-meeting-result-principles | type=tool | author=laowantong | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-09
- 30_wiki\tools\tool-note-keyword-bolding.md | id=tool-note-keyword-bolding | type=tool | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\tools\tool-note-layer-constraint.md | id=tool-note-layer-constraint | type=tool | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-note-one-line-one-point.md | id=tool-note-one-line-one-point | type=tool | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\tools\tool-opc-sales-dialogue-assistant.md | id=tool-opc-sales-dialogue-assistant | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-13
- 30_wiki\tools\tool-open-closed-problem-classifier.md | id=tool-open-closed-problem-classifier | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-oral-spray-demo-prompts-3samples.md | id=tool-oral-spray-demo-prompts-3samples | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-25
- 30_wiki\tools\tool-oral-spray-into-doc-not-chatbox.md | id=tool-oral-spray-into-doc-not-chatbox | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-25
- 30_wiki\tools\tool-prompt-iceberg-demand-analysis.md | id=tool-prompt-iceberg-demand-analysis | type=prompt-template | author=黄药师（从程诚同学提示词提取） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-prompt-jtbd-scenario-coach.md | id=tool-prompt-jtbd-scenario-coach | type=prompt-template | author=黄药师（从 inbox 提示词提取） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-prompt-usp-demand-analysis.md | id=tool-prompt-usp-demand-analysis | type=prompt-template | author=黄药师（从 inbox 提示词提取 + 结构化） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-prompt-usp-quick-scan.md | id=tool-prompt-usp-quick-scan | type=prompt-template | author=黄药师（从程诚同学提示词提取） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-sales-objection-dilution.md | id=tool-sales-objection-dilution | type=tool | author=老顽童 | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-15
- 30_wiki\tools\tool-scene-design-language-translation.md | id=tool-scene-design-language-translation | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\tools\tool-strategy-activity-scope.md | id=tool-strategy-activity-scope | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-blue-ocean-canvas.md | id=tool-strategy-blue-ocean-canvas | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-business-design-template.md | id=tool-strategy-business-design-template | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-business-summary.md | id=tool-strategy-business-summary | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-category-role-matrix.md | id=tool-strategy-category-role-matrix | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-control-points.md | id=tool-strategy-control-points | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-core-competence-matrix.md | id=tool-strategy-core-competence-matrix | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-customer-selection.md | id=tool-strategy-customer-selection | type=tool | author=老顽童（初版）→ 黄药师（PPT _97 补强 v2） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-fishbone.md | id=tool-strategy-fishbone | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-industry-chain-analysis.md | id=tool-strategy-industry-chain-analysis | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-ksf.md | id=tool-strategy-ksf | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-lifecycle.md | id=tool-strategy-lifecycle | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-map.md | id=tool-strategy-map | type=tool | author=黄药师（从 PPT _142 提取） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-platform-business-map.md | id=tool-strategy-platform-business-map | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-profit-model-comparison.md | id=tool-strategy-profit-model-comparison | type=tool | author=黄药师（从 PPT _117 提取） | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-risk-management.md | id=tool-strategy-risk-management | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-swot.md | id=tool-strategy-swot | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-strategy-value-proposition.md | id=tool-strategy-value-proposition | type=tool | author=王语嫣 → 老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-token-economy-mvp-five-steps.md | id=tool-token-economy-mvp-five-steps | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-26
- 30_wiki\tools\tool-wanghuan-ai-business-profile.md | id=tool-wanghuan-ai-business-profile | type=tool | author=王语嫣 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-wanghuan-ai-dual-role-coach.md | id=tool-wanghuan-ai-dual-role-coach | type=tool | author=王语嫣 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-wechat-transcript-automation-workflow.md | id=tool-wechat-transcript-automation-workflow | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-16
- 30_wiki\tools\tool-yitang-18-strategy-tool-mapping.md | id=tool-yitang-18-strategy-tool-mapping | type=tool | author=黄药师 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-yitang-best-practice-as-golden-finger.md | id=tool-yitang-best-practice-as-golden-finger | type=tool | author=老顽童 | reviewed_by=pending | review_date=2026-06-28 | updated_at=2026-07-02
- 30_wiki\tools\tool-yitang-channel-industrialization-node-design.md | id=tool-yitang-channel-industrialization-node-design | type=tool | author=老顽童 | reviewed_by=pending | review_date=2026-06-28 | updated_at=2026-06-30T16:07:51+00:00
- 30_wiki\tools\tool-yitang-channel-scan-cheat-sheet.md | id=tool-yitang-channel-scan-cheat-sheet | type=tool | author=老顽童 | reviewed_by=pending | review_date=2026-06-28 | updated_at=2026-06-30T16:07:51+00:00
- 30_wiki\tools\tool-yitang-customer-segmentation-4step.md | id=tool-yitang-customer-segmentation-4step | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\tools\tool-yitang-daily-weekly-meeting-hosting.md | id=tool-yitang-daily-weekly-meeting-hosting | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-yitang-listening-37-rule.md | id=tool-yitang-listening-37-rule | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-yitang-payment-collection-playbook.md | id=tool-yitang-payment-collection-playbook | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-yitang-sales-performance-management.md | id=tool-yitang-sales-performance-management | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-yitang-sales-process-decomposition.md | id=tool-yitang-sales-process-decomposition | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-24
- 30_wiki\tools\tool-yitang-sales-toolkit-maturity-60-75-85.md | id=tool-yitang-sales-toolkit-maturity-60-75-85 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-yitang-sales-toolkit-radar.md | id=tool-yitang-sales-toolkit-radar | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\tools\tool-yitang-three-second-opening-scripts.md | id=tool-yitang-three-second-opening-scripts | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-yitang-value-proposition-4step.md | id=tool-yitang-value-proposition-4step | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\tools\tool-yitang-web-scraping-research.md | id=tool-yitang-web-scraping-research | type=tool | author=黄药师 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-04
- 30_wiki\tools\tool-yitang-Y-model-application.md | id=tool-yitang-Y-model-application | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-03
- 30_wiki\tools\tool-一堂-kernel-three-questions.md | id=tool-一堂-kernel-three-questions | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-一堂-product-kernel-add-subtract.md | id=tool-一堂-product-kernel-add-subtract | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\tools\tool-一堂-product-kernel-canvas.md | id=tool-一堂-product-kernel-canvas | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\tools\tool-一堂-spectrum-positioning.md | id=tool-一堂-spectrum-positioning | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-三层目标对齐法.md | id=tool-三层目标对齐法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-专题笔记脑图整理法.md | id=tool-专题笔记脑图整理法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-从案例中学习正反案例法.md | id=tool-从案例中学习正反案例法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-决策深度-L1优先级定性.md | id=tool-决策深度-L1优先级定性 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-决策深度-L2部分定量.md | id=tool-决策深度-L2部分定量 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-决策深度-L3定量公式.md | id=tool-决策深度-L3定量公式 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-决策深度-L4严格财务公式.md | id=tool-决策深度-L4严格财务公式 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-分享输出检验法.md | id=tool-分享输出检验法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-动手建模法.md | id=tool-动手建模法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-半肥猫-ai-research-validation.md | id=tool-半肥猫-ai-research-validation | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-半肥猫-course-to-skill-workflow.md | id=tool-半肥猫-course-to-skill-workflow | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-半肥猫-课程Skill化的八步工作流.md | id=tool-半肥猫-课程Skill化的八步工作流 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-半肥猫-边学边练边沉淀的AI学习法.md | id=tool-半肥猫-边学边练边沉淀的AI学习法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\tools\tool-单元模型-单城市.md | id=tool-单元模型-单城市 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-单元模型-壁垒预判.md | id=tool-单元模型-壁垒预判 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-四层联系建立法.md | id=tool-四层联系建立法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-场景推演.md | id=tool-场景推演 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-复盘推演法.md | id=tool-复盘推演法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-多源输入法.md | id=tool-多源输入法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-完整财务公式决策.md | id=tool-完整财务公式决策 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-审美工具箱.md | id=tool-审美工具箱 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-寻找学习教练法.md | id=tool-寻找学习教练法 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-提问刻意练习画布.md | id=tool-提问刻意练习画布 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-最佳实践收集.md | id=tool-最佳实践收集 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-最佳实践池子.md | id=tool-最佳实践池子 | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\tools\tool-月白-文件命名与图层命名规范.md | id=tool-月白-文件命名与图层命名规范 | type=tool | author=月白 | reviewed_by=老顽童 | review_date=<missing> | updated_at=2026-07-26
- 30_wiki\tools\tool-月白-文件命名与存档规范（口述暗示）.md | id=tool-月白-文件命名与存档规范（口述暗示） | type=tool | author=月白 | reviewed_by=老顽童 | review_date=<missing> | updated_at=2026-07-26
- 30_wiki\tools\tool-月白-文件命名与平台适配规范.md | id=tool-月白-文件命名与平台适配规范 | type=tool | author=月白 | reviewed_by=老顽童 | review_date=<missing> | updated_at=2026-07-26
- 30_wiki\tools\tool-月白-设计师AI资产四类型沉淀.md | id=tool-月白-设计师AI资产四类型沉淀 | type=tool | author=月白 | reviewed_by=老顽童 | review_date=<missing> | updated_at=2026-07-26
- 30_wiki\tools\tool-月白-设计文件八要素命名法.md | id=tool-月白-设计文件八要素命名法 | type=tool | author=月白 | reviewed_by=老顽童 | review_date=<missing> | updated_at=2026-07-26
